id,nombre,precio,descripcion
59,durazno en conserva,5186,fruta en conserva
415,pantalla lineas,8289,pantalla de luz
197,pantalla papel,10497,pantalla de luz
360,pantalla papel,11751,pantalla de luz
175,hallulla,11970,pan
229,merlusa,8380,pescado congelado
355,mix de frutas en conserva,12120,fruta en conserva
296,salmon,9495,pescado congelado
143,vacuno,13742,carne
92,garbanzos en conserva,11554,verdura en conserva
191,marraqueta,6589,pan
31,papaya en conserva,8954,fruta en conserva
273,hallulla,12150,pan
14,durazno en conserva,8285,fruta en conserva
237,marraqueta,6179,pan
101,mix de verduras congeladas,8253,verduras congeladas
58,hamburguesa de vacuno,5337,hamburguesa
122,porotos congelados,11540,verduras congeladas
396,porotos congelados,8296,verduras congeladas
414,pantalla lineas,11871,pantalla de luz
84,pantalla lisa,14987,pantalla de luz
151,cerdo congelado,13962,carne congelada
52,manzana,7327,frutas
296,salmon,9495,pescado congelado
376,arvejas en conserva,14460,verdura en conserva
289,salmon,14016,pescado congelado
134,jeans,10305,ropa
132,mix de verduras congeladas,10478,verduras congeladas
288,mix de verduras congeladas,6320,verduras congeladas
280,pollo congelado,6003,carne congelada
22,televisor,5912,producto tecnologico
174,vacuno,14113,carne
138,marraqueta,9334,pan
417,pollo,10015,carne
263,pantalla papel,14631,pantalla de luz
259,vestido,8209,ropa
129,pan de molde,10062,pan
106,pantalla papel,8041,pantalla de luz
221,salmon,7372,pescado congelado
377,telefono,14256,producto tecnologico
265,telefono,6947,producto tecnologico
276,pantalla para colgar,6897,pantalla de luz
317,pantalla lineas,13847,pantalla de luz
263,pantalla papel,14631,pantalla de luz
130,hamburguesa de verduras,11010,hamburguesa
351,vacuno congelado,11224,carne congelada
261,palta,13207,verduras
409,pantalla lineas,12158,pantalla de luz
39,merlusa,10053,pescado congelado
362,pavo congelado,12446,carne congelada
135,arvejas congeladas,9491,verduras congeladas
68,camisa,5009,ropa
344,pantalla para colgar,11629,pantalla de luz
115, frutillas en conserva,9542,fruta en conserva
153,pantalla papel,8665,pantalla de luz
231,jeans,13914,ropa
388,hamburguesa de vacuno,8376,hamburguesa
49,televisor,11837,producto tecnologico
148,palta,9424,verduras
59,durazno en conserva,5186,fruta en conserva
65,hamburguesa de verduras,7556,hamburguesa
126,teclado,12241,producto tecnologico
170,mix de verduras congeladas,7212,verduras congeladas
149,pan de molde,13136,pan
370,pera,14775,frutas
115, frutillas en conserva,9542,fruta en conserva
358,platano,10315,frutas
380,reineta,6388,pescado congelado
321,esparragos frasco,9752,verdura en conserva
342,tomate,6548,verduras
158,hamburguesa de pollo,10287,hamburguesa
387,lenguado,6433,pescado congelado
250,vacuno,14397,carne
152,lenguado,13791,pescado congelado
162,pollo,9026,carne
103,hamburguesa de vacuno,11871,hamburguesa
5,mix de verduras congeladas,11791,verduras congeladas
308,mix de verduras congeladas,6920,verduras congeladas
25,lechuga,7704,verduras
228, frutillas en conserva,13599,fruta en conserva
168,hallulla,6062,pan
129,pan de molde,10062,pan
358,platano,10315,frutas
144,tomate,8242,verduras
310,manzana,11868,frutas
50,pollo congelado,12523,carne congelada
75,lechuga,7914,verduras
99,arvejas congeladas,12265,verduras congeladas
249,lechuga,8099,verduras
227,arvejas en conserva,13905,verdura en conserva
10,reineta,10545,pescado congelado
103,hamburguesa de vacuno,11871,hamburguesa
417,pollo,10015,carne
115, frutillas en conserva,9542,fruta en conserva
411,durazno,11230,frutas
139,hamburguesa de quinoa,13665,hamburguesa
276,pantalla para colgar,6897,pantalla de luz
131,cerdo congelado,8452,carne congelada
150,salmon,6044,pescado congelado
357,mouse,14549,producto tecnologico
150,salmon,6044,pescado congelado
148,palta,9424,verduras
205,lechuga,5224,verduras
26,manzana,7438,frutas
194,hallulla,9444,pan
229,merlusa,8380,pescado congelado
340,pantalla para colgar,5107,pantalla de luz
402,salmon,6712,pescado congelado
179,teclado,12795,producto tecnologico
290,hallulla,8722,pan
65,hamburguesa de verduras,7556,hamburguesa
77,hallulla,14637,pan
258,chaqueta,13813,ropa
52,manzana,7327,frutas
282,salmon,11494,pescado congelado
271,televisor,9188,producto tecnologico
129,pan de molde,10062,pan
207, frutillas en conserva,6563,fruta en conserva
57,cerdo,7160,carne
85,salmon,9211,pescado congelado
384,pantalla lineas,13539,pantalla de luz
212,hamburguesa de quinoa,12482,hamburguesa
109,brocoli,7370,verduras
35,hamburguesa de vacuno,13174,hamburguesa
300,durazno en conserva,5467,fruta en conserva
258,chaqueta,13813,ropa
253,platano,14191,frutas
2,pantalla lisa,5609,pantalla de luz
119,hamburguesa de vacuno,12701,hamburguesa
371,marraqueta,11380,pan
275,pantalla lisa,13875,pantalla de luz
194,hallulla,9444,pan
358,platano,10315,frutas
227,arvejas en conserva,13905,verdura en conserva
2,pantalla lisa,5609,pantalla de luz
383,hamburguesa de verduras,9105,hamburguesa
122,porotos congelados,11540,verduras congeladas
13,esparragos frasco,14537,verdura en conserva
167,hamburguesa de vacuno,9224,hamburguesa
81,hamburguesa de vacuno,8644,hamburguesa
305,teclado,9834,producto tecnologico
109,brocoli,7370,verduras
175,hallulla,11970,pan
240,salmon,7427,pescado congelado
333,pantalla lineas,6062,pantalla de luz
291,arvejas congeladas,9580,verduras congeladas
262,lenguado,14080,pescado congelado
235,vacuno,8664,carne
108,pantalla papel,14454,pantalla de luz
208,telefono,9760,producto tecnologico
385,limon,11324,verduras
337,pantalla lineas,11430,pantalla de luz
213,calcetin,14881,ropa
175,hallulla,11970,pan
63,arvejas congeladas,14607,verduras congeladas
162,pollo,9026,carne
44,lenguado,12660,pescado congelado
113,hamburguesa de verduras,8820,hamburguesa
370,pera,14775,frutas
75,lechuga,7914,verduras
122,porotos congelados,11540,verduras congeladas
356,kiwi,14585,frutas
20,cerdo,12012,carne
358,platano,10315,frutas
383,hamburguesa de verduras,9105,hamburguesa
76,manzana,9326,frutas
271,televisor,9188,producto tecnologico
53,durazno,5640,frutas
281,vestido,6522,ropa
295,manzana,11013,frutas
349, frutillas en conserva,7657,fruta en conserva
51,limon,10356,verduras
90,mix de verduras congeladas,9916,verduras congeladas
375,pollo congelado,7447,carne congelada
326,esparragos frasco,14352,verdura en conserva
363,jeans,7348,ropa
368,limon,12932,verduras
336,esparragos frasco,7752,verdura en conserva
198,mouse,12730,producto tecnologico
258,chaqueta,13813,ropa
189,telefono,13048,producto tecnologico
239,merlusa,8602,pescado congelado
22,televisor,5912,producto tecnologico
154,telefono,13859,producto tecnologico
128,pavo,9003,carne
56,lenguado,5173,pescado congelado
51,limon,10356,verduras
131,cerdo congelado,8452,carne congelada
77,hallulla,14637,pan
327,hallulla,6887,pan
41,hamburguesa de verduras,13789,hamburguesa
133,reineta,7700,pescado congelado
254,kiwi,7974,frutas
121,pan de molde,7108,pan
353,pavo congelado,7137,carne congelada
178,manzana,13975,frutas
273,hallulla,12150,pan
192,telefono,12648,producto tecnologico
74,pantalla lisa,14478,pantalla de luz
149,pan de molde,13136,pan
225,pantalla papel,8193,pantalla de luz
378,televisor,10657,producto tecnologico
297,pantalla para colgar,6596,pantalla de luz
214,cerdo,6063,carne
115, frutillas en conserva,9542,fruta en conserva
397,palta,13962,verduras
304,jeans,8403,ropa
95,esparragos frasco,9882,verdura en conserva
320,pantalla lineas,8495,pantalla de luz
415,pantalla lineas,8289,pantalla de luz
166,reineta,12040,pescado congelado
246,pollo,9006,carne
154,telefono,13859,producto tecnologico
13,esparragos frasco,14537,verdura en conserva
345,hamburguesa de verduras,12480,hamburguesa
3,merlusa,13317,pescado congelado
88,mouse,12978,producto tecnologico
200,hamburguesa de verduras,5681,hamburguesa
3,merlusa,13317,pescado congelado
47,jeans,10242,ropa
329,hallulla,12550,pan
391,choclo en conserva,8087,verdura en conserva
242,marraqueta,6667,pan
284,marraqueta,14433,pan
49,televisor,11837,producto tecnologico
226,carne molida,5033,carne congelada
320,pantalla lineas,8495,pantalla de luz
67,limon,13531,verduras
392,arvejas en conserva,13884,verdura en conserva
232,mouse,7653,producto tecnologico
285,durazno,13057,frutas
204,durazno,7673,frutas
209,televisor,10968,producto tecnologico
170,mix de verduras congeladas,7212,verduras congeladas
317,pantalla lineas,13847,pantalla de luz
198,mouse,12730,producto tecnologico
103,hamburguesa de vacuno,11871,hamburguesa
339,telefono,5181,producto tecnologico
318,pavo,6208,carne
5,mix de verduras congeladas,11791,verduras congeladas
377,telefono,14256,producto tecnologico
190,pantalla papel,14669,pantalla de luz
28,cerdo,12064,carne
151,cerdo congelado,13962,carne congelada
160,merlusa,10910,pescado congelado
241,durazno en conserva,12190,fruta en conserva
243,choclo congelado,6481,verduras congeladas
123,choclo congelado,14418,verduras congeladas
88,mouse,12978,producto tecnologico
115, frutillas en conserva,9542,fruta en conserva
35,hamburguesa de vacuno,13174,hamburguesa
397,palta,13962,verduras
361,mouse,10779,producto tecnologico
218,hamburguesa de pollo,8248,hamburguesa
393,televisor,8016,producto tecnologico
183,hallulla,10309,pan
269,televisor,11826,producto tecnologico
316,vacuno,13806,carne
271,televisor,9188,producto tecnologico
110,pantalla papel,9914,pantalla de luz
19,durazno en conserva,8421,fruta en conserva
294,pollo congelado,10551,carne congelada
336,esparragos frasco,7752,verdura en conserva
213,calcetin,14881,ropa
15,durazno,13302,frutas
133,reineta,7700,pescado congelado
18,palta,14117,verduras
246,pollo,9006,carne
11,papaya en conserva,7060,fruta en conserva
71,papaya en conserva,14577,fruta en conserva
383,hamburguesa de verduras,9105,hamburguesa
344,pantalla para colgar,11629,pantalla de luz
20,cerdo,12012,carne
89,pantalla lineas,6647,pantalla de luz
182,manzana,14158,frutas
96,pavo,6717,carne
57,cerdo,7160,carne
42,cerdo,6686,carne
94,pollo congelado,6136,carne congelada
51,limon,10356,verduras
111,lechuga,8330,verduras
192,telefono,12648,producto tecnologico
136,pollo,8650,carne
338,mix de frutas en conserva,10464,fruta en conserva
27,hamburguesa de pollo,13436,hamburguesa
361,mouse,10779,producto tecnologico
189,telefono,13048,producto tecnologico
21,televisor,12324,producto tecnologico
271,televisor,9188,producto tecnologico
217,pollo,13965,carne
61,vacuno,5898,carne
274,pera,11410,frutas
45,salmon,10211,pescado congelado
132,mix de verduras congeladas,10478,verduras congeladas
69,teclado,11714,producto tecnologico
253,platano,14191,frutas
16,hamburguesa de quinoa,5914,hamburguesa
211,hamburguesa de quinoa,13949,hamburguesa
348,mouse,14046,producto tecnologico
56,lenguado,5173,pescado congelado
215,durazno,9245,frutas
100,camisa,14690,ropa
112,hallulla,11425,pan
160,merlusa,10910,pescado congelado
245,pantalla lisa,6627,pantalla de luz
373,pantalla papel,5674,pantalla de luz
150,salmon,6044,pescado congelado
131,cerdo congelado,8452,carne congelada
258,chaqueta,13813,ropa
344,pantalla para colgar,11629,pantalla de luz
6,marraqueta,7830,pan
208,telefono,9760,producto tecnologico
157,hamburguesa de pollo,14465,hamburguesa
318,pavo,6208,carne
341,pollo congelado,10534,carne congelada
400,mix de verduras congeladas,13648,verduras congeladas
403,vestido,11750,ropa
385,limon,11324,verduras
296,salmon,9495,pescado congelado
35,hamburguesa de vacuno,13174,hamburguesa
347,salmon,5361,pescado congelado
290,hallulla,8722,pan
222,vestido,10689,ropa
259,vestido,8209,ropa
8,pantalla papel,5556,pantalla de luz
252,pavo congelado,6840,carne congelada
177,hamburguesa de pollo,6480,hamburguesa
111,lechuga,8330,verduras
354,pollo congelado,8252,carne congelada
369,tomate,13568,verduras
397,palta,13962,verduras
389,manzana,7436,frutas
415,pantalla lineas,8289,pantalla de luz
416,esparragos frasco,6807,verdura en conserva
411,durazno,11230,frutas
146,poleron,12236,ropa
165,camiseta,10613,ropa
71,papaya en conserva,14577,fruta en conserva
316,vacuno,13806,carne
41,hamburguesa de verduras,13789,hamburguesa
15,durazno,13302,frutas
17,camiseta,14514,ropa
223,reineta,8439,pescado congelado
220,manzana,11649,frutas
339,telefono,5181,producto tecnologico
220,manzana,11649,frutas
37,cerdo,13208,carne
211,hamburguesa de quinoa,13949,hamburguesa
276,pantalla para colgar,6897,pantalla de luz
272,salmon,6760,pescado congelado
63,arvejas congeladas,14607,verduras congeladas
302,teclado,8227,producto tecnologico
89,pantalla lineas,6647,pantalla de luz
412,marraqueta,14464,pan
345,hamburguesa de verduras,12480,hamburguesa
372,mouse,9082,producto tecnologico
243,choclo congelado,6481,verduras congeladas
90,mix de verduras congeladas,9916,verduras congeladas
368,limon,12932,verduras
275,pantalla lisa,13875,pantalla de luz
230,pantalla para colgar,5925,pantalla de luz
95,esparragos frasco,9882,verdura en conserva
75,lechuga,7914,verduras
323,vacuno,11553,carne
142,mix de frutas en conserva,5219,fruta en conserva
115, frutillas en conserva,9542,fruta en conserva
164,platano,13220,frutas
281,vestido,6522,ropa
5,mix de verduras congeladas,11791,verduras congeladas
86,televisor,13862,producto tecnologico
60,pantalla para colgar,8436,pantalla de luz
29,limon,13395,verduras
373,pantalla papel,5674,pantalla de luz
186,lechuga,13393,verduras
277,limon,7442,verduras
403,vestido,11750,ropa
215,durazno,9245,frutas
327,hallulla,6887,pan
152,lenguado,13791,pescado congelado
294,pollo congelado,10551,carne congelada
410,salmon,12879,pescado congelado
241,durazno en conserva,12190,fruta en conserva
19,durazno en conserva,8421,fruta en conserva
162,pollo,9026,carne
381,pantalla para colgar,8882,pantalla de luz
265,telefono,6947,producto tecnologico
125,teclado,6734,producto tecnologico
148,palta,9424,verduras
342,tomate,6548,verduras
130,hamburguesa de verduras,11010,hamburguesa
316,vacuno,13806,carne
306,hamburguesa de verduras,7976,hamburguesa
416,esparragos frasco,6807,verdura en conserva
155,vestido,12164,ropa
313,platano,12727,frutas
54,papaya en conserva,6280,fruta en conserva
369,tomate,13568,verduras
154,telefono,13859,producto tecnologico
198,mouse,12730,producto tecnologico
238,reineta,10784,pescado congelado
246,pollo,9006,carne
204,durazno,7673,frutas
276,pantalla para colgar,6897,pantalla de luz
286,manzana,13091,frutas
95,esparragos frasco,9882,verdura en conserva
151,cerdo congelado,13962,carne congelada
290,hallulla,8722,pan
322,mix de verduras congeladas,11198,verduras congeladas
84,pantalla lisa,14987,pantalla de luz
78,hamburguesa de quinoa,7460,hamburguesa
394,limon,5808,verduras
276,pantalla para colgar,6897,pantalla de luz
21,televisor,12324,producto tecnologico
146,poleron,12236,ropa
229,merlusa,8380,pescado congelado
80,pera,11624,frutas
233,cerdo congelado,7670,carne congelada
99,arvejas congeladas,12265,verduras congeladas
235,vacuno,8664,carne
94,pollo congelado,6136,carne congelada
192,telefono,12648,producto tecnologico
352,mix de frutas en conserva,14348,fruta en conserva
28,cerdo,12064,carne
336,esparragos frasco,7752,verdura en conserva
95,esparragos frasco,9882,verdura en conserva
254,kiwi,7974,frutas
386,carne molida,7866,carne congelada
405,pavo,7717,carne
239,merlusa,8602,pescado congelado
196,reineta,13212,pescado congelado
26,manzana,7438,frutas
27,hamburguesa de pollo,13436,hamburguesa
63,arvejas congeladas,14607,verduras congeladas
129,pan de molde,10062,pan
15,durazno,13302,frutas
156,hallulla,11210,pan
339,telefono,5181,producto tecnologico
383,hamburguesa de verduras,9105,hamburguesa
359,hamburguesa de vacuno,9503,hamburguesa
206,lenguado,8200,pescado congelado
92,garbanzos en conserva,11554,verdura en conserva
141,mix de frutas en conserva,6583,fruta en conserva
58,hamburguesa de vacuno,5337,hamburguesa
290,hallulla,8722,pan
326,esparragos frasco,14352,verdura en conserva
67,limon,13531,verduras
415,pantalla lineas,8289,pantalla de luz
352,mix de frutas en conserva,14348,fruta en conserva
230,pantalla para colgar,5925,pantalla de luz
273,hallulla,12150,pan
307,marraqueta,10434,pan
196,reineta,13212,pescado congelado
306,hamburguesa de verduras,7976,hamburguesa
85,salmon,9211,pescado congelado
282,salmon,11494,pescado congelado
343,choclo en conserva,12429,verdura en conserva
325,cerdo congelado,8676,carne congelada
253,platano,14191,frutas
104,chaqueta,9435,ropa
358,platano,10315,frutas
130,hamburguesa de verduras,11010,hamburguesa
39,merlusa,10053,pescado congelado
169,hallulla,12245,pan
55,mouse,6334,producto tecnologico
173,porotos congelados,14661,verduras congeladas
4,hallulla,13556,pan
406,pantalla para colgar,5421,pantalla de luz
76,manzana,9326,frutas
251,vacuno,13598,carne
406,pantalla para colgar,5421,pantalla de luz
4,hallulla,13556,pan
329,hallulla,12550,pan
44,lenguado,12660,pescado congelado
318,pavo,6208,carne
198,mouse,12730,producto tecnologico
95,esparragos frasco,9882,verdura en conserva
201,arvejas en conserva,11500,verdura en conserva
343,choclo en conserva,12429,verdura en conserva
266,poleron,11997,ropa
269,televisor,11826,producto tecnologico
286,manzana,13091,frutas
222,vestido,10689,ropa
313,platano,12727,frutas
372,mouse,9082,producto tecnologico
123,choclo congelado,14418,verduras congeladas
270,hamburguesa de verduras,12794,hamburguesa
231,jeans,13914,ropa
371,marraqueta,11380,pan
214,cerdo,6063,carne
231,jeans,13914,ropa
417,pollo,10015,carne
148,palta,9424,verduras
336,esparragos frasco,7752,verdura en conserva
412,marraqueta,14464,pan
110,pantalla papel,9914,pantalla de luz
261,palta,13207,verduras
86,televisor,13862,producto tecnologico
271,televisor,9188,producto tecnologico
369,tomate,13568,verduras
147,arvejas en conserva,10396,verdura en conserva
331,lenguado,6376,pescado congelado
247,poleron,12512,ropa
290,hallulla,8722,pan
204,durazno,7673,frutas
345,hamburguesa de verduras,12480,hamburguesa
324,poleron,6437,ropa
225,pantalla papel,8193,pantalla de luz
373,pantalla papel,5674,pantalla de luz
160,merlusa,10910,pescado congelado
271,televisor,9188,producto tecnologico
262,lenguado,14080,pescado congelado
223,reineta,8439,pescado congelado
349, frutillas en conserva,7657,fruta en conserva
99,arvejas congeladas,12265,verduras congeladas
109,brocoli,7370,verduras
181,hamburguesa de verduras,5304,hamburguesa
389,manzana,7436,frutas
371,marraqueta,11380,pan
413,durazno en conserva,12428,fruta en conserva
76,manzana,9326,frutas
290,hallulla,8722,pan
6,marraqueta,7830,pan
386,carne molida,7866,carne congelada
6,marraqueta,7830,pan
333,pantalla lineas,6062,pantalla de luz
180,hallulla,7278,pan
12,mix de frutas en conserva,9432,fruta en conserva
277,limon,7442,verduras
13,esparragos frasco,14537,verdura en conserva
161,cerdo,13134,carne
175,hallulla,11970,pan
272,salmon,6760,pescado congelado
170,mix de verduras congeladas,7212,verduras congeladas
217,pollo,13965,carne
197,pantalla papel,10497,pantalla de luz
165,camiseta,10613,ropa
378,televisor,10657,producto tecnologico
123,choclo congelado,14418,verduras congeladas
257,pantalon,12445,ropa
345,hamburguesa de verduras,12480,hamburguesa
106,pantalla papel,8041,pantalla de luz
111,lechuga,8330,verduras
405,pavo,7717,carne
181,hamburguesa de verduras,5304,hamburguesa
275,pantalla lisa,13875,pantalla de luz
4,hallulla,13556,pan
368,limon,12932,verduras
69,teclado,11714,producto tecnologico
87,teclado,12613,producto tecnologico
159,esparragos frasco,13153,verdura en conserva
76,manzana,9326,frutas
217,pollo,13965,carne
22,televisor,5912,producto tecnologico
23,arvejas congeladas,12666,verduras congeladas
131,cerdo congelado,8452,carne congelada
259,vestido,8209,ropa
388,hamburguesa de vacuno,8376,hamburguesa
102,televisor,5303,producto tecnologico
147,arvejas en conserva,10396,verdura en conserva
401,arvejas congeladas,14782,verduras congeladas
79,teclado,5555,producto tecnologico
108,pantalla papel,14454,pantalla de luz
254,kiwi,7974,frutas
273,hallulla,12150,pan
167,hamburguesa de vacuno,9224,hamburguesa
214,cerdo,6063,carne
217,pollo,13965,carne
383,hamburguesa de verduras,9105,hamburguesa
50,pollo congelado,12523,carne congelada
310,manzana,11868,frutas
216,pera,14400,frutas
92,garbanzos en conserva,11554,verdura en conserva
281,vestido,6522,ropa
394,limon,5808,verduras
176,salmon,6261,pescado congelado
344,pantalla para colgar,11629,pantalla de luz
125,teclado,6734,producto tecnologico
88,mouse,12978,producto tecnologico
149,pan de molde,13136,pan
260,limon,10707,verduras
17,camiseta,14514,ropa
195,reineta,8674,pescado congelado
372,mouse,9082,producto tecnologico
363,jeans,7348,ropa
228, frutillas en conserva,13599,fruta en conserva
340,pantalla para colgar,5107,pantalla de luz
351,vacuno congelado,11224,carne congelada
187,carne molida,12944,carne congelada
155,vestido,12164,ropa
172,polera,11996,ropa
362,pavo congelado,12446,carne congelada
222,vestido,10689,ropa
205,lechuga,5224,verduras
29,limon,13395,verduras
86,televisor,13862,producto tecnologico
398,pantalla papel,14579,pantalla de luz
145,hamburguesa de verduras,8137,hamburguesa
42,cerdo,6686,carne
320,pantalla lineas,8495,pantalla de luz
286,manzana,13091,frutas
359,hamburguesa de vacuno,9503,hamburguesa
325,cerdo congelado,8676,carne congelada
143,vacuno,13742,carne
276,pantalla para colgar,6897,pantalla de luz
331,lenguado,6376,pescado congelado
236,mouse,11941,producto tecnologico
78,hamburguesa de quinoa,7460,hamburguesa
374,pantalla papel,13760,pantalla de luz
322,mix de verduras congeladas,11198,verduras congeladas
23,arvejas congeladas,12666,verduras congeladas
256,porotos congelados,14619,verduras congeladas
339,telefono,5181,producto tecnologico
221,salmon,7372,pescado congelado
212,hamburguesa de quinoa,12482,hamburguesa
370,pera,14775,frutas
117,telefono,6853,producto tecnologico
325,cerdo congelado,8676,carne congelada
391,choclo en conserva,8087,verdura en conserva
324,poleron,6437,ropa
238,reineta,10784,pescado congelado
303,pantalla lisa,14182,pantalla de luz
257,pantalon,12445,ropa
203,marraqueta,6335,pan
246,pollo,9006,carne
54,papaya en conserva,6280,fruta en conserva
190,pantalla papel,14669,pantalla de luz
325,cerdo congelado,8676,carne congelada
288,mix de verduras congeladas,6320,verduras congeladas
413,durazno en conserva,12428,fruta en conserva
191,marraqueta,6589,pan
344,pantalla para colgar,11629,pantalla de luz
34,mix de verduras congeladas,13386,verduras congeladas
48,cerdo,13194,carne
161,cerdo,13134,carne
163,carne molida,7134,carne congelada
188,mix de verduras congeladas,13804,verduras congeladas
112,hallulla,11425,pan
179,teclado,12795,producto tecnologico
333,pantalla lineas,6062,pantalla de luz
131,cerdo congelado,8452,carne congelada
254,kiwi,7974,frutas
227,arvejas en conserva,13905,verdura en conserva
275,pantalla lisa,13875,pantalla de luz
146,poleron,12236,ropa
151,cerdo congelado,13962,carne congelada
372,mouse,9082,producto tecnologico
77,hallulla,14637,pan
346,porotos congelados,7726,verduras congeladas
52,manzana,7327,frutas
319,vacuno,13414,carne
147,arvejas en conserva,10396,verdura en conserva
37,cerdo,13208,carne
275,pantalla lisa,13875,pantalla de luz
405,pavo,7717,carne
335,pan de molde,7937,pan
232,mouse,7653,producto tecnologico
305,teclado,9834,producto tecnologico
158,hamburguesa de pollo,10287,hamburguesa
205,lechuga,5224,verduras
20,cerdo,12012,carne
371,marraqueta,11380,pan
121,pan de molde,7108,pan
262,lenguado,14080,pescado congelado
46,palta,13279,verduras
410,salmon,12879,pescado congelado
386,carne molida,7866,carne congelada
159,esparragos frasco,13153,verdura en conserva
124,garbanzos en conserva,11677,verdura en conserva
1,mix de frutas en conserva,10730,fruta en conserva
363,jeans,7348,ropa
282,salmon,11494,pescado congelado
135,arvejas congeladas,9491,verduras congeladas
406,pantalla para colgar,5421,pantalla de luz
248,pantalla para colgar,8944,pantalla de luz
196,reineta,13212,pescado congelado
51,limon,10356,verduras
391,choclo en conserva,8087,verdura en conserva
410,salmon,12879,pescado congelado
273,hallulla,12150,pan
98,teclado,5890,producto tecnologico
353,pavo congelado,7137,carne congelada
84,pantalla lisa,14987,pantalla de luz
405,pavo,7717,carne
38,cerdo congelado,5036,carne congelada
337,pantalla lineas,11430,pantalla de luz
313,platano,12727,frutas
370,pera,14775,frutas
27,hamburguesa de pollo,13436,hamburguesa
101,mix de verduras congeladas,8253,verduras congeladas
113,hamburguesa de verduras,8820,hamburguesa
356,kiwi,14585,frutas
81,hamburguesa de vacuno,8644,hamburguesa
40,pantalla lisa,11843,pantalla de luz
15,durazno,13302,frutas
238,reineta,10784,pescado congelado
396,porotos congelados,8296,verduras congeladas
339,telefono,5181,producto tecnologico
299,arvejas congeladas,7343,verduras congeladas
330,cerdo,7094,carne
159,esparragos frasco,13153,verdura en conserva
43,telefono,12517,producto tecnologico
170,mix de verduras congeladas,7212,verduras congeladas
402,salmon,6712,pescado congelado
169,hallulla,12245,pan
395,choclo en conserva,11836,verdura en conserva
62, frutillas en conserva,6958,fruta en conserva
95,esparragos frasco,9882,verdura en conserva
383,hamburguesa de verduras,9105,hamburguesa
79,teclado,5555,producto tecnologico
232,mouse,7653,producto tecnologico
178,manzana,13975,frutas
405,pavo,7717,carne
404,mix de verduras congeladas,14681,verduras congeladas
301,carne molida,6414,carne congelada
181,hamburguesa de verduras,5304,hamburguesa
402,salmon,6712,pescado congelado
189,telefono,13048,producto tecnologico
179,teclado,12795,producto tecnologico
368,limon,12932,verduras
381,pantalla para colgar,8882,pantalla de luz
395,choclo en conserva,11836,verdura en conserva
412,marraqueta,14464,pan
410,salmon,12879,pescado congelado
147,arvejas en conserva,10396,verdura en conserva
24,teclado,9510,producto tecnologico
357,mouse,14549,producto tecnologico
408,garbanzos en conserva,12008,verdura en conserva
224,camiseta,12133,ropa
248,pantalla para colgar,8944,pantalla de luz
239,merlusa,8602,pescado congelado
157,hamburguesa de pollo,14465,hamburguesa
66,vacuno congelado,12014,carne congelada
321,esparragos frasco,9752,verdura en conserva
1,mix de frutas en conserva,10730,fruta en conserva
114,reineta,9430,pescado congelado
102,televisor,5303,producto tecnologico
403,vestido,11750,ropa
172,polera,11996,ropa
240,salmon,7427,pescado congelado
228, frutillas en conserva,13599,fruta en conserva
0,merlusa,8706,pescado congelado
178,manzana,13975,frutas
348,mouse,14046,producto tecnologico
192,telefono,12648,producto tecnologico
364,mouse,11097,producto tecnologico
58,hamburguesa de vacuno,5337,hamburguesa
236,mouse,11941,producto tecnologico
171,mix de frutas en conserva,8658,fruta en conserva
171,mix de frutas en conserva,8658,fruta en conserva
377,telefono,14256,producto tecnologico
165,camiseta,10613,ropa
139,hamburguesa de quinoa,13665,hamburguesa
150,salmon,6044,pescado congelado
223,reineta,8439,pescado congelado
39,merlusa,10053,pescado congelado
229,merlusa,8380,pescado congelado
297,pantalla para colgar,6596,pantalla de luz
236,mouse,11941,producto tecnologico
113,hamburguesa de verduras,8820,hamburguesa
179,teclado,12795,producto tecnologico
49,televisor,11837,producto tecnologico
172,polera,11996,ropa
260,limon,10707,verduras
293,vacuno congelado,7891,carne congelada
29,limon,13395,verduras
307,marraqueta,10434,pan
213,calcetin,14881,ropa
28,cerdo,12064,carne
32,pantalla para colgar,6200,pantalla de luz
393,televisor,8016,producto tecnologico
334,pantalla lineas,9860,pantalla de luz
114,reineta,9430,pescado congelado
296,salmon,9495,pescado congelado
58,hamburguesa de vacuno,5337,hamburguesa
338,mix de frutas en conserva,10464,fruta en conserva
409,pantalla lineas,12158,pantalla de luz
36,lenguado,12514,pescado congelado
134,jeans,10305,ropa
260,limon,10707,verduras
83, frutillas en conserva,12139,fruta en conserva
378,televisor,10657,producto tecnologico
330,cerdo,7094,carne
33, frutillas en conserva,9530,fruta en conserva
242,marraqueta,6667,pan
159,esparragos frasco,13153,verdura en conserva
148,palta,9424,verduras
231,jeans,13914,ropa
283,telefono,12515,producto tecnologico
354,pollo congelado,8252,carne congelada
236,mouse,11941,producto tecnologico
33, frutillas en conserva,9530,fruta en conserva
325,cerdo congelado,8676,carne congelada
326,esparragos frasco,14352,verdura en conserva
265,telefono,6947,producto tecnologico
84,pantalla lisa,14987,pantalla de luz
261,palta,13207,verduras
16,hamburguesa de quinoa,5914,hamburguesa
179,teclado,12795,producto tecnologico
200,hamburguesa de verduras,5681,hamburguesa
263,pantalla papel,14631,pantalla de luz
207, frutillas en conserva,6563,fruta en conserva
172,polera,11996,ropa
388,hamburguesa de vacuno,8376,hamburguesa
234,brocoli,10802,verduras
340,pantalla para colgar,5107,pantalla de luz
